x,y,episodes
-20.454205793091305,19.799420670598977,Brian Muraresku: The Secret History of Psychedelics | Lex Fridman Podcast #211
3.254552452025806,30.337735114881156,"Joscha Bach: Nature of Reality, Dreams, and Consciousness | Lex Fridman Podcast #212"
-1.2524412664393798,0.2211766958938609,Barry Barish: Gravitational Waves and the Most Precise Device Ever Built | Lex Fridman Podcast #213
-5.670905187632772,10.529618333480714,Jed Buchwald: Isaac Newton and the Philosophy of Science | Lex Fridman Podcast #214
24.573461747179685,-9.53545463488594,"Wojciech Zaremba: OpenAI Codex, GPT-3, Robotics, and the Future of AI | Lex Fridman Podcast #215"
-6.4621786765992715,-0.5453618215230285,Vincent Racaniello: Viruses and Vaccines | Lex Fridman Podcast #216
13.510924453863446,-9.794634672705882,Rodney Brooks: Robotics | Lex Fridman Podcast #217
1.9668409496945938,0.6597988658079063,"Jaron Lanier: Virtual Reality, Social Media & the Future of Humans and AI | Lex Fridman Podcast #218"
16.721461976233115,1.313838808712022,"Donald Knuth: Programming, Algorithms, Hard Problems & the Game of Life | Lex Fridman Podcast #219"
-15.594664054514409,-3.768026812698476,Niels Jorgensen: New York Firefighters and the Heroes of 9/11 | Lex Fridman Podcast #220
23.806335163626514,4.8100742661197895,Douglas Lenat: Cyc and the Quest to Solve Common Sense Reasoning in AI | Lex Fridman Podcast #221
27.500547993574575,17.105012344842734,Jay McClelland: Neural Networks and the Emergence of Cognition | Lex Fridman Podcast #222
-17.957205935768464,-3.9622420140434884,"Travis Stevens: Judo, Olympics, and Mental Toughness | Lex Fridman Podcast #223"
11.029107809243927,-13.234374049137477,"Travis Oliphant: NumPy, SciPy, Anaconda, Python & Scientific Programming | Lex Fridman Podcast #224"
25.16028850307631,10.082572540509595,Jeffrey Shainline: Neuromorphic Computing and Optoelectronic Intelligence | Lex Fridman Podcast #225
2.48123739839688,1.8847937737755074,Jo Boaler: How to Learn Math | Lex Fridman Podcast #226
-12.234245672130845,23.669732625812408,"Sean Kelly: Existentialism, Nihilism, and the Search for Meaning | Lex Fridman Podcast #227"
-21.43887106193814,-0.10633147003732124,"RZA: Wu-Tang Clan, Kung Fu, Chess, God, Life, and Death | Lex Fridman Podcast #228"
-24.098671461166646,18.15962211116548,"Richard Wrangham: Violence, Sex, and Fire in Human Evolution | Lex Fridman Podcast #229"
-15.907277196129517,3.865860378006621,"Kelsi Sheren: War, Artillery, PTSD, and Love | Lex Fridman Podcast #230"
-19.442109017483794,-20.438847447824422,"Alex Gladstein: Bitcoin, Authoritarianism, and Human Rights | Lex Fridman Podcast #231"
-6.0699426374564185,28.249900884617954,"Brian Greene: Quantum Gravity, The Big Bang, Aliens, Death, and Meaning | Lex Fridman Podcast #232"
-23.30325565467606,7.988568815120325,"Carl Hart: Heroin, Cocaine, MDMA, Alcohol & the Role of Drugs in Society | Lex Fridman Podcast #233"
6.878697188507087,15.64818884104237,Stephen Wolfram: Complexity and the Fabric of Reality | Lex Fridman Podcast #234
-11.7798807497969,-8.628777943078948,Michael Mina: Rapid COVID Testing | Lex Fridman Podcast #235
-20.69254796893861,-2.6042684175335973,Jimmy Pedro: Judo and the Forging of Champions | Lex Fridman Podcast #236
-16.708884171728243,-12.988866123357756,Steve Viscelli: Trucking and the Decline of the American Dream | Lex Fridman Podcast #237
